Id,y
50748,1.5066378
50749,1.400661
50750,1.0924234
50751,1.5738529
50752,1.6219671
50753,1.4902613
50754,1.698242
50755,1.378309
50756,1.5081028
50757,1.9870691
50758,1.6139768
50759,1.3314313
50760,1.7048368
50761,1.8052224
50762,2.5542593
50763,1.4848641
50764,1.9001516
50765,1.4427325
50766,2.3149068
50767,2.6885655
50768,1.0550158
50769,2.2410645
50770,2.4959025
50771,1.8377023
50772,2.2608168
50773,1.9032142
50774,1.4789035
50775,2.277796
50776,1.9846728
50777,1.9504493
50778,1.7530857
50779,1.790873
50780,1.6927717
50781,1.4311905
50782,2.140998
50783,1.5032411
50784,1.4697781
50785,2.0789275
50786,0.8299241
50787,2.085361
50788,1.9056147
50789,2.2517858
50790,1.8691728
50791,1.8323828
50792,2.084625
50793,1.7852974
50794,1.3443174
50795,1.7284472
50796,1.301533
50797,2.1274512
50798,1.8662201
50799,2.1627219
50800,1.6494951
50801,1.8401736
50802,1.7150463
50803,1.5741533
50804,2.0019102
50805,1.9780421
50806,1.6004522
50807,1.7505407
50808,1.8231542
50809,1.5284998
50810,1.5386343
50811,1.2796581
50812,1.894527
50813,2.0830452
50814,2.3309698
50815,2.2786279
50816,1.5154078
50817,1.5024006
50818,1.9015064
50819,1.852755
50820,1.9547776
50821,1.8775599
50822,1.6290734
50823,1.873505
50824,1.756069
50825,1.7238607
50826,1.9430064
50827,1.5515816
50828,1.6343873
50829,1.8777295
50830,1.396617
50831,2.0883543
50832,2.0667832
50833,1.5469027
50834,2.4024477
50835,1.8319644
50836,1.712672
50837,1.7259158
50838,1.914346
50839,2.417502
50840,1.8889537
50841,1.9118036
50842,2.006516
50843,1.7134215
50844,1.3966235
50845,2.1135025
50846,2.263052
50847,2.0041618
50848,2.1832724
50849,1.865284
50850,1.9208759
50851,1.3906251
50852,1.9283851
50853,2.0825417
50854,1.5307043
50855,1.9322456
50856,1.7989185
50857,2.3454208
50858,1.6748893
50859,1.6913719
50860,1.5926316
50861,1.6524569
50862,1.6027173
50863,1.6267021
50864,2.552915
50865,1.6972799
50866,1.7915834
50867,1.3801234
50868,1.4990919
50869,1.8713617
50870,2.0372365
50871,2.0114615
50872,1.2688196
50873,1.9094119
50874,1.7597307
50875,1.8179572
50876,1.8137602
50877,1.9814808
50878,1.4841912
50879,1.5069575
50880,2.047068
50881,1.6683836
50882,1.8541371
50883,1.6995702
50884,2.174671
50885,1.6894944
50886,1.9381503
50887,1.4514918
50888,1.8569462
50889,2.145955
50890,1.3907671
50891,1.6292759
50892,1.530628
50893,2.2315826
50894,1.9778986
50895,1.9135957
50896,1.426227
50897,1.9286062
50898,1.7549955
50899,2.1155307
50900,2.1014867
50901,1.4841037
50902,2.152336
50903,1.6833018
50904,1.9966933
50905,1.4767044
50906,1.4885433
50907,1.3023335
50908,2.2280562
50909,1.8551463
50910,2.1453621
50911,1.5327413
50912,1.7988179
50913,1.5266392
50914,2.2396963
50915,1.8266836
50916,1.7896438
50917,1.5851791
50918,1.4076271
50919,1.5464852
50920,2.2527046
50921,1.7953
50922,1.5957048
50923,1.782705
50924,2.3013709
50925,1.6303405
50926,1.9869411
50927,2.5501404
50928,2.416045
50929,1.228843
50930,2.0166478
50931,2.042733
50932,1.7094275
50933,1.8705124
50934,1.9332703
50935,1.5026679
50936,2.4406524
50937,2.2052073
50938,2.0743673
50939,1.7699232
50940,1.604074
50941,2.0043085
50942,1.5360072
50943,1.6997266
50944,2.4953887
50945,2.1635866
50946,1.8897727
50947,2.188639
50948,2.0894032
50949,1.6384655
50950,1.8865008
50951,2.1310296
50952,2.0460877
50953,1.3958899
50954,1.9224216
50955,2.1461155
50956,1.2676346
50957,2.1114235
50958,1.9266529
50959,2.1544974
50960,1.9340229
50961,1.755248
50962,2.256605
50963,2.2811282
50964,1.4387956
50965,1.7404981
50966,1.2723575
50967,1.6254915
50968,2.1760645
50969,1.8841777
50970,1.6162899
50971,1.8797088
50972,1.7624068
50973,1.4473556
50974,2.002199
50975,2.1297007
50976,1.2209942
50977,2.0674553
50978,1.1959977
50979,1.7843933
50980,2.2354903
50981,2.0694711
50982,2.198155
50983,1.8692287
50984,1.5952599
50985,1.7860142
50986,1.9615569
50987,1.7004427
50988,1.648127
50989,2.2194562
50990,1.1729722
50991,1.9050238
50992,1.9793179
50993,2.024376
50994,2.0014281
50995,1.4003965
50996,1.3130715
50997,1.871491
50998,2.0060964
50999,1.9718837
51000,1.8430755
51001,1.9770286
51002,1.7802563
51003,1.8517288
51004,1.8402066
51005,1.8424801
51006,2.2467968
51007,2.4825323
51008,1.59687
51009,1.6943259
51010,2.2559285
51011,1.7150863
51012,1.6515447
51013,1.115696
51014,1.8565
51015,1.4891155
51016,2.2116086
51017,2.2433178
51018,1.7770371
51019,1.8493125
51020,1.9019331
51021,1.8079835
51022,1.7531337
51023,2.300929
51024,1.5706575
51025,2.1564546
51026,1.8775878
51027,2.3155012
51028,1.9268416
51029,2.278789
51030,2.3478794
51031,1.7175453
51032,1.4304669
51033,1.7405472
51034,2.0062165
51035,2.683911
51036,2.153924
51037,2.2859378
51038,1.3982266
51039,1.8506831
51040,2.282728
51041,1.8656629
51042,1.638505
51043,1.5806863
51044,1.8764329
51045,1.8852009
51046,2.1509101
51047,1.7664479
51048,1.3818767
51049,2.1399126
51050,2.3869987
51051,2.3289213
51052,1.845074
51053,1.8027935
51054,1.7370985
51055,1.9215358
51056,1.5601618
51057,1.9928653
51058,2.154748
51059,2.4583726
51060,1.5896927
51061,1.7899989
51062,2.3131597
51063,2.041862
51064,2.2385213
51065,1.8886524
51066,2.053362
51067,1.2569159
51068,1.7848413
51069,2.3315659
51070,1.7589791
51071,1.720747
51072,1.3420562
51073,1.813458
51074,1.8988012
51075,1.7458478
51076,1.2266054
51077,2.6056762
51078,2.1792512
51079,1.5127255
51080,1.5889363
51081,1.7580787
51082,2.2454
51083,1.6586188
51084,1.9144747
51085,1.7432269
51086,1.4762812
51087,1.749775
51088,2.029396
51089,1.4328331
51090,2.0328908
51091,1.5338911
51092,1.6084621
51093,1.8468596
51094,1.1642034
51095,1.3134174
51096,1.7267888
51097,2.03714
51098,2.2037125
51099,1.6985462
51100,1.200763
51101,1.8328793
51102,2.6750245
51103,2.1498096
51104,1.9850026
51105,1.9480455
51106,1.8999234
51107,1.8993053
51108,1.5444391
51109,1.8856943
51110,1.5191662
51111,2.141379
51112,1.4545176
51113,1.5225079
51114,1.9352007
51115,2.5173912
51116,2.2008011
51117,1.7750475
51118,1.545645
51119,2.1836636
51120,1.6335416
51121,2.501789
51122,2.3025382
51123,1.9468216
51124,2.145138
51125,1.5524887
51126,2.283535
51127,2.234326
51128,1.7375973
51129,2.2885656
51130,2.1368456
51131,2.1850495
51132,2.0345242
51133,2.034298
51134,1.7178518
51135,2.433903
51136,1.1500012
51137,1.367157
51138,2.346465
51139,0.86792034
51140,2.1236527
51141,1.5271487
51142,1.9019234
51143,1.3320724
51144,1.3743765
51145,1.5244973
51146,1.7255234
51147,2.2449863
51148,2.292699
51149,2.0453942
51150,2.164108
51151,1.3447255
51152,2.2290385
51153,1.8498685
51154,1.5716467
51155,1.7234492
51156,1.5474205
51157,1.8630152
51158,2.1649911
51159,1.5923591
51160,1.8247166
51161,1.8466123
51162,1.8315951
51163,1.6555233
51164,1.7889904
51165,2.4191422
51166,2.066037
51167,1.7960639
51168,1.4781821
51169,2.0642715
51170,2.1361537
51171,1.4603525
51172,1.653897
51173,2.523529
51174,1.8091307
51175,1.8562971
51176,1.5637057
51177,1.2565689
51178,2.3308477
51179,1.7489276
51180,2.0852995
51181,1.7905133
51182,1.9824476
51183,1.6889033
51184,2.585624
51185,2.6472116
51186,2.293874
51187,1.484082
51188,2.1443043
51189,2.3393013
51190,1.7792758
51191,2.2194204
51192,1.8737874
51193,2.0002124
51194,2.2356794
51195,1.8591505
51196,1.780186
51197,1.672801
51198,1.8347784
51199,2.3821692
51200,1.5472665
51201,1.7099538
51202,1.7976619
51203,2.0705361
51204,1.3725045
51205,2.1527374
51206,1.6075559
51207,1.8343343
51208,1.974112
51209,2.036506
51210,2.1460254
51211,2.353238
51212,1.8079548
51213,1.470834
51214,1.1369928
51215,2.0380502
51216,2.1140652
51217,2.2668939
51218,2.1562948
51219,2.119789
51220,1.8878412
51221,1.6672828
51222,1.6496402
51223,1.8450382
51224,1.8331236
51225,2.4238296
51226,1.700232
51227,1.4637442
51228,1.9669828
51229,2.406195
51230,2.1172466
51231,2.0735307
51232,1.4634959
51233,2.1381388
51234,1.7825445
51235,1.9409173
51236,1.8860842
51237,1.7209616
51238,2.1658504
51239,1.4330323
51240,1.7823483
51241,2.222054
51242,1.7381469
51243,2.1307204
51244,1.3825206
51245,2.3358164
51246,2.0764914
51247,1.6627883
51248,2.1238575
51249,1.39576
51250,2.1160405
51251,2.0146227
51252,2.1403878
51253,1.8105637
51254,1.5456042
51255,1.8932029
51256,1.3725809
51257,1.668141
51258,2.100235
51259,1.4767299
51260,2.0398872
51261,2.0291884
51262,1.6257664
51263,1.8069159
51264,2.213083
51265,1.7844335
51266,1.9502256
51267,1.4374788
51268,2.0053842
51269,1.6424487
51270,0.8096396
51271,2.2300863
51272,1.3164116
51273,1.7228329
51274,2.124516
51275,2.0615404
51276,1.3088996
51277,1.6840897
51278,1.564741
51279,1.6758155
51280,1.8644509
51281,1.6797291
51282,2.2626016
51283,1.8646165
51284,1.5506983
51285,2.0318341
51286,2.268701
51287,1.7224205
51288,2.097624
51289,2.157364
51290,1.3912613
51291,1.7529788
51292,1.8062167
51293,1.3895421
51294,1.9822865
51295,2.1275837
51296,1.1254431
51297,2.597968
51298,1.331614
51299,1.9665366
51300,2.2848501
51301,1.5406852
51302,2.032263
51303,2.5132263
51304,1.7217753
51305,2.47019
51306,2.2620893
51307,1.4905982
51308,1.9276172
51309,1.9129877
51310,1.664728
51311,2.2808192
51312,1.4468112
51313,2.3327532
51314,1.6675909
51315,2.2601426
51316,1.6430802
51317,1.9858582
51318,1.7390087
51319,2.5697188
51320,1.2789646
51321,2.1568124
51322,1.847391
51323,1.8608425
51324,1.6191065
51325,1.9015088
51326,2.2586083
51327,2.035858
51328,2.4258459
51329,1.517464
51330,1.6359088
51331,2.2709928
51332,1.840817
51333,2.166787
51334,1.8281133
51335,1.4155056
51336,1.7030354
51337,1.6000462
51338,1.5527322
51339,1.737548
51340,2.0774217
51341,1.0287516
51342,2.4518914
51343,2.0104053
51344,2.249208
51345,1.1780415
51346,1.7555968
51347,1.6120946
51348,1.7602198
51349,1.4033985
51350,2.3867412
51351,1.3933973
51352,1.967935
51353,2.016753
51354,1.705578
51355,2.3075225
51356,1.3442627
51357,1.725388
51358,1.9116855
51359,1.9522523
51360,1.57567
51361,1.8610235
51362,1.702121
51363,1.7277855
51364,1.7380406
51365,2.1447134
51366,2.0602589
51367,1.4403036
51368,2.1165175
51369,2.1537197
51370,1.6988684
51371,2.2237544
51372,2.1686008
51373,1.4521877
51374,2.0468752
51375,2.0627904
51376,2.2176874
51377,2.3343124
51378,1.4944531
51379,1.5881183
51380,1.979179
51381,1.7227905
51382,2.2148855
51383,2.1163611
51384,1.4060731
51385,1.4085524
51386,1.6160316
51387,1.9826227
51388,1.3881352
51389,2.602608
51390,1.9861842
51391,1.9177403
51392,1.813918
51393,2.1815271
51394,1.9087516
51395,2.028258
51396,1.3619776
51397,1.6620085
51398,1.3969817
51399,1.1462549
51400,1.8857635
51401,2.0005774
51402,2.3632715
51403,2.1312642
51404,1.424439
51405,1.5886477
51406,1.5609403
51407,1.3627768
51408,2.3404155
51409,2.1009226
51410,1.3273729
51411,1.6116691
51412,2.1112049
51413,1.6909873
51414,1.906398
51415,2.1293917
51416,1.4796
51417,1.8456678
51418,1.7564298
51419,1.825342
51420,2.6192527
51421,2.0082326
51422,2.0145786
51423,1.8775787
51424,1.9316782
51425,1.9498758
51426,2.176386
51427,1.5220861
51428,2.460769
51429,1.4076054
51430,1.6445003
51431,1.7906752
51432,1.4637208
51433,1.8572459
51434,2.5695872
51435,1.9725982
51436,2.1546416
51437,1.330634
51438,2.4464984
51439,1.9928676
51440,1.9246373
51441,2.34577
51442,1.8866032
51443,1.9463117
51444,1.2875534
51445,1.7821823
51446,2.1136615
51447,1.8676049
51448,1.8539095
51449,1.5934844
51450,1.9764051
51451,1.4160881
51452,1.0440028
51453,1.4680053
51454,1.673986
51455,1.7603246
51456,1.4713609
51457,1.5721995
51458,2.1652465
51459,2.0330064
51460,2.421858
51461,1.9921422
51462,2.5443225
51463,1.897954
51464,1.8854682
51465,2.1480143
51466,1.6616653
51467,1.492565
51468,2.2129126
51469,2.1518273
51470,1.6636754
51471,2.174255
51472,2.2565963
51473,1.6404938
51474,2.1573207
51475,2.3187947
51476,1.4673882
51477,2.2700772
51478,1.6473308
51479,1.5902247
51480,2.2560322
51481,2.151657
51482,1.916328
51483,1.7854254
51484,1.4979708
51485,1.680526
51486,1.982358
51487,1.6069179
51488,2.633921
51489,1.7427573
51490,1.8725022
51491,2.1451707
51492,1.6779382
51493,1.4383001
51494,1.404693
51495,1.3673987
51496,1.7016078
51497,1.7977517
51498,1.9536176
51499,1.9781294
51500,2.3950312
51501,1.5087936
51502,1.8028276
51503,2.3429122
51504,2.0697618
51505,1.5214362
51506,1.440311
51507,1.812769
51508,1.5570717
51509,1.5481007
51510,1.6157467
51511,1.8641444
51512,1.7054579
51513,2.1623352
51514,1.7240604
51515,1.9469285
51516,1.5454167
51517,1.8685607
51518,1.9098632
51519,1.8185291
51520,1.6724789
51521,2.0087197
51522,1.5909301
51523,1.8656297
51524,1.8263029
51525,1.6904577
51526,1.5358274
51527,1.2408228
51528,1.8472406
51529,2.4888496
51530,1.6777043
51531,1.9806079
51532,1.8308338
51533,2.1982214
51534,1.4560336
51535,2.0836859
51536,2.268352
51537,1.4503219
51538,2.0184538
51539,2.0328066
51540,1.9257127
51541,1.1633954
51542,2.02716
51543,1.5514095
51544,1.6495891
51545,1.7815266
51546,2.01139
51547,2.3543928
51548,1.8018687
51549,1.6988719
51550,1.2422508
51551,1.6073277
51552,1.3771014
51553,2.004878
51554,2.053277
51555,1.5881393
51556,1.4475623
51557,2.2462304
51558,1.6470903
51559,2.0464253
51560,1.7299577
51561,2.0222394
51562,1.6991845
51563,1.727102
51564,1.4258646
51565,1.6361208
51566,2.1013994
51567,1.7913022
51568,2.1463757
51569,1.7500273
51570,1.5990971
51571,1.7050239
51572,2.3773835
51573,1.8752896
51574,1.7391933
51575,1.2750845
51576,1.8644681
51577,1.8716378
51578,1.4957571
51579,1.6117465
51580,1.5175611
51581,2.062045
51582,1.3373144
51583,0.9867532
51584,1.6991827
51585,1.8255634
51586,1.9124366
51587,1.8815156
51588,1.4041431
51589,2.022357
51590,1.8492645
51591,1.8606725
51592,2.1774526
51593,1.6016902
51594,1.19543
51595,1.9152462
51596,1.4901142
51597,2.3075607
51598,1.8377897
51599,2.1652963
51600,2.0828686
51601,1.9317489
51602,1.458328
51603,1.5752445
51604,1.9846421
51605,2.03576
51606,1.495312
51607,1.7288218
51608,1.8009576
51609,1.2883077
51610,1.6868265
51611,1.4143332
51612,1.5572876
51613,2.107426
51614,2.221218
51615,1.8111967
51616,2.4260914
51617,1.489941
51618,1.7374742
51619,1.9662269
51620,1.6017431
51621,1.6757472
51622,2.3899288
51623,2.241024
51624,1.4269502
51625,1.87136
51626,1.3104006
51627,1.7651273
51628,1.6586118
51629,1.7719315
51630,1.4477819
51631,1.6598344
51632,1.3959122
51633,1.7047281
51634,1.5086458
51635,2.3405979
51636,1.6915555
51637,1.7474678
51638,2.2431366
51639,1.7023891
51640,1.377526
51641,1.6004926
51642,2.0296135
51643,2.0925946
51644,1.9585601
51645,1.8636103
51646,1.8258656
51647,1.7372272
51648,1.7807503
51649,2.1238306
51650,1.5114866
51651,2.197551
51652,1.8323014
51653,1.6136596
51654,1.5530622
51655,1.3080432
51656,2.327766
51657,1.7913276
51658,1.5682602
51659,1.730025
51660,1.8666689
51661,1.4177247
51662,2.427015
51663,1.702822
51664,1.5348208
51665,1.7764708
51666,1.4120445
51667,1.6870229
51668,1.5830693
51669,1.6682098
51670,1.7878397
51671,1.9062138
51672,1.7884605
51673,2.340992
51674,1.3901949
51675,2.1135154
51676,2.221262
51677,1.5751013
51678,2.0808232
51679,2.06257
51680,1.8604479
51681,1.5873666
51682,2.2567258
51683,1.8679104
